answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
662924,1288141,618661,"Toda información relativa al procedimiento, incluido el hecho de la presentación de la solicitud, tendrá carácter confidencial.",1072,1199,,¿Puedo solicitar la protección internacional de forma confidencial?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A16.txt," el artículo 21 de la presente Ley.
3. La presentación de la solicitud conllevará la valoración de las circunstancias determinantes del reconocimiento de la condición de refugiado, así como de la concesión de la protección subsidiaria. De este extremo se informará en debida forma al solicitante.
4. Toda información relativa al procedimiento, incluido el hecho de la presentación de la solicitud, tendrá carácter confidencial."
662925,1288142,618662,"La comparecencia deberá realizarse sin demora y en todo caso en el plazo máximo de un mes desde la entrada en el territorio español o, en todo caso, desde que se produzcan los acontecimientos que justifiquen el temor fundado de persecución o daños graves",445,699,,¿Qué plazo tengo para solicitar protección?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A17.txt,"arecencia personal de los interesados que soliciten protección en los lugares que reglamentariamente se establezcan, o en caso de imposibilidad física o legal, mediante persona que lo represente. En este último caso, el solicitante deberá ratificar la petición una vez desaparezca el impedimento.
2. La comparecencia deberá realizarse sin demora y en todo caso en el plazo máximo de un mes desde la entrada en el territorio español o, en todo caso, desde que se produzcan los acontecimientos que justifiquen el temor fundado de persecución o daños graves. A estos efectos, la entrada ilegal en territorio español no podrá ser sancionada cuando haya sido realizada por persona que reúna los requisitos para ser beneficiaria de la protección internacional prevista en esta Ley.
3. En el momento de efectuar la solicitud, la persona extranjera será informad"
662926,1288142,618663,la entrada ilegal en territorio español no podrá ser sancionada cuando haya sido realizada por persona que reúna los requisitos para ser beneficiaria de la protección internacional prevista en esta Ley.,718,920,,¿Puedo ser sancionada si estoy a la espera de resolución?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A17.txt,"parezca el impedimento.
2. La comparecencia deberá realizarse sin demora y en todo caso en el plazo máximo de un mes desde la entrada en el territorio español o, en todo caso, desde que se produzcan los acontecimientos que justifiquen el temor fundado de persecución o daños graves. A estos efectos, la entrada ilegal en territorio español no podrá ser sancionada cuando haya sido realizada por persona que reúna los requisitos para ser beneficiaria de la protección internacional prevista en esta Ley.
3. En el momento de efectuar la solicitud, la persona extranjera será informada, en una lengua que pueda comprender, acerca de:
a) el procedimiento que debe seguirse;
b) sus derechos y obligaciones durante la tramitación, en especial en materia de plazos y medios de que dispone para cumplir éstas;
"
662927,1288142,618664,"1. El procedimiento se inicia con la presentación de la solicitud, que deberá efectuarse mediante comparecencia personal de los interesados que soliciten protección en los lugares que reglamentariamente se establezcan, o en caso de imposibilidad física o legal, mediante persona que lo represente. En este último caso, el solicitante deberá ratificar la petición una vez desaparezca el impedimento",43,440,,¿Cómo se inicia el proceso?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A17.txt,"Artículo 17. Presentación de la solicitud.
1. El procedimiento se inicia con la presentación de la solicitud, que deberá efectuarse mediante comparecencia personal de los interesados que soliciten protección en los lugares que reglamentariamente se establezcan, o en caso de imposibilidad física o legal, mediante persona que lo represente. En este último caso, el solicitante deberá ratificar la petición una vez desaparezca el impedimento.
2. La comparecencia deberá realizarse sin demora y en todo caso en el plazo máximo de un mes desde la entrada en el territorio español o, en todo caso, desde que se produzcan los acontecimientos que justifiquen el temor fundado de persecución o daños graves. A estos efectos, la entrada ilegal en t"
662928,1288142,618665,"1. El procedimiento se inicia con la presentación de la solicitud, que deberá efectuarse mediante comparecencia personal de los interesados que soliciten protección en los lugares que reglamentariamente se establezcan, o en caso de imposibilidad física o legal, mediante persona que lo represente. En este último caso, el solicitante deberá ratificar la petición una vez desaparezca el impedimento.",43,441,,¿Cómo empezar el proceso?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A17.txt,"Artículo 17. Presentación de la solicitud.
1. El procedimiento se inicia con la presentación de la solicitud, que deberá efectuarse mediante comparecencia personal de los interesados que soliciten protección en los lugares que reglamentariamente se establezcan, o en caso de imposibilidad física o legal, mediante persona que lo represente. En este último caso, el solicitante deberá ratificar la petición una vez desaparezca el impedimento.
2. La comparecencia deberá realizarse sin demora y en todo caso en el plazo máximo de un mes desde la entrada en el territorio español o, en todo caso, desde que se produzcan los acontecimientos que justifiquen el temor fundado de persecución o daños graves. A estos efectos, la entrada ilegal en te"
662930,1288142,618667,"3. En el momento de efectuar la solicitud, la persona extranjera será informada, en una lengua que pueda comprender",921,1036,,"¿Podré entender el proceso de solicitud, independientemente de mi idioma?",ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A17.txt,"acontecimientos que justifiquen el temor fundado de persecución o daños graves. A estos efectos, la entrada ilegal en territorio español no podrá ser sancionada cuando haya sido realizada por persona que reúna los requisitos para ser beneficiaria de la protección internacional prevista en esta Ley.
3. En el momento de efectuar la solicitud, la persona extranjera será informada, en una lengua que pueda comprender, acerca de:
a) el procedimiento que debe seguirse;
b) sus derechos y obligaciones durante la tramitación, en especial en materia de plazos y medios de que dispone para cumplir éstas;
c) la posibilidad de contactar con el Alto Comisionado de las Naciones Unidas para los Refugiados y con las Organiza"
662931,1288143,618668,"1. El solicitante de asilo, presentada la solicitud, tiene en los términos recogidos en la presente Ley, en los artículos 16, 17, 19, 33 y 34, los siguientes derechos:
a) a ser documentado como solicitante de protección internacional;
b) a asistencia jurídica gratuita e intérprete;
c) a que se comunique su solicitud al ACNUR;
d) a la suspensión de cualquier proceso de devolución, expulsión o extradición que pudiera afectar al solicitante;
e) a conocer el contenido del expediente en cualquier momento;
f) a la atención sanitaria en las condiciones expuestas;
g) a recibir prestaciones sociales específicas en los términos que se recogen en esta Ley.",58,711,,¿Qué derechos tiene el solicitante de asilo?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A18.txt,"Artículo 18. Derechos y obligaciones de los solicitantes.
1. El solicitante de asilo, presentada la solicitud, tiene en los términos recogidos en la presente Ley, en los artículos 16, 17, 19, 33 y 34, los siguientes derechos:
a) a ser documentado como solicitante de protección internacional;
b) a asistencia jurídica gratuita e intérprete;
c) a que se comunique su solicitud al ACNUR;
d) a la suspensión de cualquier proceso de devolución, expulsión o extradición que pudiera afectar al solicitante;
e) a conocer el contenido del expediente en cualquier momento;
f) a la atención sanitaria en las condiciones expuestas;
g) a recibir prestaciones sociales específicas en los términos que se recogen en esta Ley.
2. Serán obligaciones de los solicitantes de protección internacional las siguientes:
a) cooperar con las autoridades españolas en el procedimiento para la concesión de protección internacional;
b) presentar, lo antes posible, todos aquellos elementos que, junto a su propia declaración, contribuyan"
662932,1288143,618669,"2. Serán obligaciones de los solicitantes de protección internacional las siguientes:
a) cooperar con las autoridades españolas en el procedimiento para la concesión de protección internacional;
b) presentar, lo antes posible, todos aquellos elementos que, junto a su propia declaración, contribuyan a fundamentar su solicitud. Entre otros, podrán presentar la documentación de que dispongan sobre su edad, pasado –incluido el de parientes relacionados–, identidad, nacionalidad o nacionalidades, lugares de anterior residencia, solicitudes de protección internacional previas, itinerarios de viaje, documentos de viaje y motivos por los que solicita la protección;
c) proporcionar sus impresiones dactilares, permitir ser fotografiados y, en su caso, consentir que sean grabadas sus declaraciones, siempre que hayan sido previamente informados sobre este último extremo;
d) informar sobre su domicilio en España y cualquier cambio que se produzca en él;
e) informar, asimismo, a la autoridad competente o comparecer ante ella, cuando así se les requiera con relación a cualquier circunstancia de su solicitud.",712,1822,,¿Qué obligaciones tiene el solicitante de protección internacional?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A18.txt,"quier proceso de devolución, expulsión o extradición que pudiera afectar al solicitante;
e) a conocer el contenido del expediente en cualquier momento;
f) a la atención sanitaria en las condiciones expuestas;
g) a recibir prestaciones sociales específicas en los términos que se recogen en esta Ley.
2. Serán obligaciones de los solicitantes de protección internacional las siguientes:
a) cooperar con las autoridades españolas en el procedimiento para la concesión de protección internacional;
b) presentar, lo antes posible, todos aquellos elementos que, junto a su propia declaración, contribuyan a fundamentar su solicitud. Entre otros, podrán presentar la documentación de que dispongan sobre su edad, pasado –incluido el de parientes relacionados–, identidad, nacionalidad o nacionalidades, lugares de anterior residencia, solicitudes de protección internacional previas, itinerarios de viaje, documentos de viaje y motivos por los que solicita la protección;
c) proporcionar sus impresiones dactilares, permitir ser fotografiados y, en su caso, consentir que sean grabadas sus declaraciones, siempre que hayan sido previamente informados sobre este último extremo;
d) informar sobre su domicilio en España y cualquier cambio que se produzca en él;
e) informar, asimismo, a la autoridad competente o comparecer ante ella, cuando así se les requiera con relación a cualquier circunstancia de su solicitud."
662933,1288144,618670,"podrá entregarse o extraditarse a una persona solicitante, según proceda, a otro Estado miembro de la Unión Europea en virtud de las obligaciones dimanantes de una orden europea de detención y entrega, o a un país tercero ante órganos judiciales penales internacionales.",833,1103,,¿Se me puede extraditar en el plazo de la solicitud?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A19.txt,"uier proceso de extradición de la persona interesada que se halle pendiente. A tal fin, la solicitud será comunicada inmediatamente al órgano judicial o al órgano gubernativo ante el que en ese momento tuviera lugar el correspondiente proceso.
3. No obstante lo previsto en los apartados anteriores, podrá entregarse o extraditarse a una persona solicitante, según proceda, a otro Estado miembro de la Unión Europea en virtud de las obligaciones dimanantes de una orden europea de detención y entrega, o a un país tercero ante órganos judiciales penales internacionales.
4. Las personas solicitantes de asilo tienen derecho a entrevistarse con un abogado en las dependencias de los puestos fronterizos y centros de internamiento de extranjeros. Reglamentariamente, y sin perjuicio de las normas de funcionamiento establecidas para las citadas dependencias y centros, pod"
662935,1288144,618672,Las personas solicitantes de asilo tienen derecho a entrevistarse con un abogado en las dependencias de los puestos fronterizos y centros de internamiento de extranjeros.,1107,1277,,¿Tengo derecho a abogado?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A19.txt,"los apartados anteriores, podrá entregarse o extraditarse a una persona solicitante, según proceda, a otro Estado miembro de la Unión Europea en virtud de las obligaciones dimanantes de una orden europea de detención y entrega, o a un país tercero ante órganos judiciales penales internacionales.
4. Las personas solicitantes de asilo tienen derecho a entrevistarse con un abogado en las dependencias de los puestos fronterizos y centros de internamiento de extranjeros. Reglamentariamente, y sin perjuicio de las normas de funcionamiento establecidas para las citadas dependencias y centros, podrán establecerse condiciones para el ejercicio de este derecho derivadas de razones de seguridad, orden público o de su gestión administrativa.
5. La solicitud de protección "
663008,1288152,618748,"el concepto de raza comprenderá, en particular, el color, el origen o la pertenencia a un determinado grupo étnico;",127,242,,¿Qué se entiende por raza?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A07.txt,"Artículo 7. Motivos de persecución.
1. Al valorar los motivos de persecución se tendrán en cuenta los siguientes elementos:
a) el concepto de raza comprenderá, en particular, el color, el origen o la pertenencia a un determinado grupo étnico;
b) el concepto de religión comprenderá, en particular, la profesión de creencias teístas, no teístas y ateas, la participación o la abstención de hacerlo, en cultos formales en privado o en público, ya sea individualmente o en comunidad, así como otros actos o expresiones que comporten una opinión "
662990,1288146,618727,"establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional.",149,421,,¿Cuál es el objetivo de la ley reguladora del derecho de asilo y de la protección subsidiaria?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A01.txt,"Artículo 1. Objeto de la ley.
La presente Ley, de acuerdo con lo previsto en el apartado cuatro del artículo 13 de la Constitución, tiene por objeto establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional."
662991,1288146,618728,"establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional.",149,421,,¿En qué consiste la ley reguladora del derecho de asilo y de la protección subsidiaria?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A01.txt,"Artículo 1. Objeto de la ley.
La presente Ley, de acuerdo con lo previsto en el apartado cuatro del artículo 13 de la Constitución, tiene por objeto establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional."
662992,1288146,618730,las personas nacionales de países no comunitarios y las apátridas,180,245,,¿Qué personas se consideran en la ley reguladora del derecho de asilo y de la protección subsidiaria?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A01.txt,"Artículo 1. Objeto de la ley.
La presente Ley, de acuerdo con lo previsto en el apartado cuatro del artículo 13 de la Constitución, tiene por objeto establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional."
662993,1288146,618731, las personas nacionales de países no comunitarios y las apátridas,179,245,,¿Qué colectivos se consideran en la ley reguladora del derecho de asilo y de la protección subsidiaria?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A01.txt,"Artículo 1. Objeto de la ley.
La presente Ley, de acuerdo con lo previsto en el apartado cuatro del artículo 13 de la Constitución, tiene por objeto establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional."
662994,1288146,618732,"establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional.",149,421,,"¿En qué consiste la Ley 12/2009, de 30 de octubre?",ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A01.txt,"Artículo 1. Objeto de la ley.
La presente Ley, de acuerdo con lo previsto en el apartado cuatro del artículo 13 de la Constitución, tiene por objeto establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional."
662995,1288146,618733," establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional.",148,421,,"¿Cuál es el objetivo de la Ley 12/2009, de 30 de octubre?",ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A01.txt,"Artículo 1. Objeto de la ley.
La presente Ley, de acuerdo con lo previsto en el apartado cuatro del artículo 13 de la Constitución, tiene por objeto establecer los términos en que las personas nacionales de países no comunitarios y las apátridas podrán gozar en España de la protección internacional constituida por el derecho de asilo y la protección subsidiaria, así como el contenido de dicha protección internacional."
662996,1288147,618735,"El derecho de asilo es la protección dispensada a los nacionales no comunitarios o a los apátridas a quienes se reconozca la condición de refugiado en los términos definidos en el artículo 3 de esta Ley y en la Convención sobre el Estatuto de los Refugiados, hecha en Ginebra el 28 de julio de 1951, y su Protocolo, suscrito en Nueva York el 31 de enero de 1967.",33,395,,¿Qué es el derecho de asilo?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A02.txt,"Artículo 2. El derecho de asilo.
El derecho de asilo es la protección dispensada a los nacionales no comunitarios o a los apátridas a quienes se reconozca la condición de refugiado en los términos definidos en el artículo 3 de esta Ley y en la Convención sobre el Estatuto de los Refugiados, hecha en Ginebra el 28 de julio de 1951, y su Protocolo, suscrito en Nueva York el 31 de enero de 1967."
662997,1288148,618736,"se reconoce a toda persona que, debido a fundados temores de ser perseguida por motivos de raza, religión, nacionalidad, opiniones políticas, pertenencia a determinado grupo social, de género u orientación sexual, se encuentra fuera del país de su nacionalidad y no puede o, a causa de dichos temores, no quiere acogerse a la protección de tal país, o al apátrida que, careciendo de nacionalidad y hallándose fuera del país donde antes tuviera su residencia habitual, por los mismos motivos no puede o, a causa de dichos temores, no quiere regresar a él, y no esté incurso en alguna de las causas de exclusión del artículo 8 o de las causas de denegación o revocación del artículo 9.",65,748,,¿Quién puede solicitar la condición de refugiado?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A03.txt,"Artículo 3. La condición de refugiado.
La condición de refugiado se reconoce a toda persona que, debido a fundados temores de ser perseguida por motivos de raza, religión, nacionalidad, opiniones políticas, pertenencia a determinado grupo social, de género u orientación sexual, se encuentra fuera del país de su nacionalidad y no puede o, a causa de dichos temores, no quiere acogerse a la protección de tal país, o al apátrida que, careciendo de nacionalidad y hallándose fuera del país donde antes tuviera su residencia habitual, por los mismos motivos no puede o, a causa de dichos temores, no quiere regresar a él, y no esté incurso en alguna de las causas de exclusión del artículo 8 o de las causas de denegación o revocación del artículo 9."
662998,1288148,618737,"se reconoce a toda persona que, debido a fundados temores de ser perseguida por motivos de raza, religión, nacionalidad, opiniones políticas, pertenencia a determinado grupo social, de género u orientación sexual, se encuentra fuera del país de su nacionalidad y no puede o, a causa de dichos temores, no quiere acogerse a la protección de tal país, o al apátrida que, careciendo de nacionalidad y hallándose fuera del país donde antes tuviera su residencia habitual, por los mismos motivos no puede o, a causa de dichos temores, no quiere regresar a él, y no esté incurso en alguna de las causas de exclusión del artículo 8 o de las causas de denegación o revocación del artículo 9.",65,748,,¿A quién se otorga la condición de refugiado?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A03.txt,"Artículo 3. La condición de refugiado.
La condición de refugiado se reconoce a toda persona que, debido a fundados temores de ser perseguida por motivos de raza, religión, nacionalidad, opiniones políticas, pertenencia a determinado grupo social, de género u orientación sexual, se encuentra fuera del país de su nacionalidad y no puede o, a causa de dichos temores, no quiere acogerse a la protección de tal país, o al apátrida que, careciendo de nacionalidad y hallándose fuera del país donde antes tuviera su residencia habitual, por los mismos motivos no puede o, a causa de dichos temores, no quiere regresar a él, y no esté incurso en alguna de las causas de exclusión del artículo 8 o de las causas de denegación o revocación del artículo 9."
663000,1288149,618739,"El derecho a la protección subsidiaria es el dispensado a las personas de otros países y a los apátridas que, sin reunir los requisitos para obtener el asilo o ser reconocidas como refugiadas, pero respecto de las cuales se den motivos fundados para creer que si regresasen a su país de origen en el caso de los nacionales o, al de su anterior residencia habitual en el caso de los apátridas, se enfrentarían a un riesgo real de sufrir alguno de los daños graves previstos en el artículo 10 de esta Ley, y que no pueden o, a causa de dicho riesgo, no quieren, acogerse a la protección del país de que se trate, siempre que no concurra alguno de los supuestos mencionados en los artículos 11 y 12 de esta Ley.",39,747,,¿Qué es la protección subsidiaria?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A04.txt,"Artículo 4. La protección subsidiaria.
El derecho a la protección subsidiaria es el dispensado a las personas de otros países y a los apátridas que, sin reunir los requisitos para obtener el asilo o ser reconocidas como refugiadas, pero respecto de las cuales se den motivos fundados para creer que si regresasen a su país de origen en el caso de los nacionales o, al de su anterior residencia habitual en el caso de los apátridas, se enfrentarían a un riesgo real de sufrir alguno de los daños graves previstos en el artículo 10 de esta Ley, y que no pueden o, a causa de dicho riesgo, no quieren, acogerse a la protección del país de que se trate, siempre que no concurra alguno de los supuestos mencionados en los artículos 11 y 12 de esta Ley."
663001,1288149,618740,"El derecho a la protección subsidiaria es el dispensado a las personas de otros países y a los apátridas que, sin reunir los requisitos para obtener el asilo o ser reconocidas como refugiadas",39,230,,No he sido reconocido como refugiado. ¿Qué alternativa tengo?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A04.txt,"Artículo 4. La protección subsidiaria.
El derecho a la protección subsidiaria es el dispensado a las personas de otros países y a los apátridas que, sin reunir los requisitos para obtener el asilo o ser reconocidas como refugiadas, pero respecto de las cuales se den motivos fundados para creer que si regresasen a su país de origen en el caso de los nacionales o, al de su anterior residencia habitual en el caso de los apátridas, se enfrentarían a un riesgo real de sufrir alguno de los daños graves previstos en el artículo 10 "
663002,1288149,618741,"El derecho a la protección subsidiaria es el dispensado a las personas de otros países y a los apátridas que, sin reunir los requisitos para obtener el asilo o ser reconocidas como refugiadas",39,230,,No he obtenido el derecho de asilo. ¿Qué alternativas tengo?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A04.txt,"Artículo 4. La protección subsidiaria.
El derecho a la protección subsidiaria es el dispensado a las personas de otros países y a los apátridas que, sin reunir los requisitos para obtener el asilo o ser reconocidas como refugiadas, pero respecto de las cuales se den motivos fundados para creer que si regresasen a su país de origen en el caso de los nacionales o, al de su anterior residencia habitual en el caso de los apátridas, se enfrentarían a un riesgo real de sufrir alguno de los daños graves previstos en el artículo 10 "
663003,1288150,618743,"no devolución ni expulsión de las personas a quienes se les haya reconocido, así como en la adopción de las medidas contempladas en el artículo 36 de esta Ley y en las normas que lo desarrollen, en la normativa de la Unión Europea y en los Convenios internacionales ratificados por España.",167,456,,¿Qué derechos tendría si se me concediera el derecho de asilo?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A05.txt,"Artículo 5. Derechos garantizados con el asilo y la protección subsidiaria.
La protección concedida con el derecho de asilo y la protección subsidiaria consiste en la no devolución ni expulsión de las personas a quienes se les haya reconocido, así como en la adopción de las medidas contempladas en el artículo 36 de esta Ley y en las normas que lo desarrollen, en la normativa de la Unión Europea y en los Convenios internacionales ratificados por España."
663004,1288150,618744,"no devolución ni expulsión de las personas a quienes se les haya reconocido, así como en la adopción de las medidas contempladas en el artículo 36 de esta Ley y en las normas que lo desarrollen, en la normativa de la Unión Europea y en los Convenios internacionales ratificados por España.",167,456,,¿Qué derechos tendría si se me concediera la protección subsidiaria?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A05.txt,"Artículo 5. Derechos garantizados con el asilo y la protección subsidiaria.
La protección concedida con el derecho de asilo y la protección subsidiaria consiste en la no devolución ni expulsión de las personas a quienes se les haya reconocido, así como en la adopción de las medidas contempladas en el artículo 36 de esta Ley y en las normas que lo desarrollen, en la normativa de la Unión Europea y en los Convenios internacionales ratificados por España."
663005,1288151,618745,"1. Los actos en que se basen los fundados temores a ser objeto de persecución en el sentido previsto en el artículo 3 de esta Ley, deberán:
a) ser suficientemente graves por su naturaleza o carácter reiterado como para constituir una violación grave de los derechos fundamentales, en particular los derechos que no puedan ser objeto de excepciones al amparo del apartado segundo del artículo 15 del Convenio Europeo para la Protección de los Derechos Humanos y de las Libertades Fundamentales, o bien
b) ser una acumulación lo suficientemente grave de varias medidas, incluidas las violaciones de derechos humanos, como para afectar a una persona de manera similar a la mencionada en la letra a).",34,730,,¿Qué actos se consideran como persecución?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A06.txt,"Artículo 6. Actos de persecución.
1. Los actos en que se basen los fundados temores a ser objeto de persecución en el sentido previsto en el artículo 3 de esta Ley, deberán:
a) ser suficientemente graves por su naturaleza o carácter reiterado como para constituir una violación grave de los derechos fundamentales, en particular los derechos que no puedan ser objeto de excepciones al amparo del apartado segundo del artículo 15 del Convenio Europeo para la Protección de los Derechos Humanos y de las Libertades Fundamentales, o bien
b) ser una acumulación lo suficientemente grave de varias medidas, incluidas las violaciones de derechos humanos, como para afectar a una persona de manera similar a la mencionada en la letra a).
2. Los actos de persecución definidos en el apartado primero podrán revestir, entre otras, las siguientes formas:
a) actos de violencia física o psíquica, incluidos los actos de violencia sexual;
b) medidas legislativas, administrativas, policiales o judiciales que sean discriminatorias en sí misma"
663006,1288151,618746,"2. Los actos de persecución definidos en el apartado primero podrán revestir, entre otras, las siguientes formas:
a) actos de violencia física o psíquica, incluidos los actos de violencia sexual;
b) medidas legislativas, administrativas, policiales o judiciales que sean discriminatorias en sí mismas o que se apliquen de manera discriminatoria;
c) procesamientos o penas que sean desproporcionados o discriminatorios;
d) denegación de tutela judicial de la que se deriven penas desproporcionadas o discriminatorias;
e) procesamientos o penas por la negativa a prestar servicio militar en un conflicto en el que el cumplimiento de dicho servicio conllevaría delitos o actos comprendidos en las cláusulas de exclusión establecidas en el apartado segundo del artículo 8 de esta Ley;
f) actos de naturaleza sexual que afecten a adultos o a niños.",731,1574,,¿Qué se considera como actos de persecución graves?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A06.txt,"l Convenio Europeo para la Protección de los Derechos Humanos y de las Libertades Fundamentales, o bien
b) ser una acumulación lo suficientemente grave de varias medidas, incluidas las violaciones de derechos humanos, como para afectar a una persona de manera similar a la mencionada en la letra a).
2. Los actos de persecución definidos en el apartado primero podrán revestir, entre otras, las siguientes formas:
a) actos de violencia física o psíquica, incluidos los actos de violencia sexual;
b) medidas legislativas, administrativas, policiales o judiciales que sean discriminatorias en sí mismas o que se apliquen de manera discriminatoria;
c) procesamientos o penas que sean desproporcionados o discriminatorios;
d) denegación de tutela judicial de la que se deriven penas desproporcionadas o discriminatorias;
e) procesamientos o penas por la negativa a prestar servicio militar en un conflicto en el que el cumplimiento de dicho servicio conllevaría delitos o actos comprendidos en las cláusulas de exclusión establecidas en el apartado segundo del artículo 8 de esta Ley;
f) actos de naturaleza sexual que afecten a adultos o a niños.
3. Los actos de persecución definidos en el presente artículo deberán estar relacionados con los motivos mencionados en el artículo siguiente."
663007,1288151,618747,3. Los actos de persecución definidos en el presente artículo deberán estar relacionados con los motivos mencionados en el artículo siguiente.,1575,1717,,"¿Es suficiente para solicitar la condición de refugiado, que existan actos de persecución?",ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A06.txt,"or la negativa a prestar servicio militar en un conflicto en el que el cumplimiento de dicho servicio conllevaría delitos o actos comprendidos en las cláusulas de exclusión establecidas en el apartado segundo del artículo 8 de esta Ley;
f) actos de naturaleza sexual que afecten a adultos o a niños.
3. Los actos de persecución definidos en el presente artículo deberán estar relacionados con los motivos mencionados en el artículo siguiente."
662893,1288134,618637,"En todo caso, el derecho de asilo se denegará a:
a) las personas que constituyan, por razones fundadas, un peligro para la seguridad de España;
b) las personas que, habiendo sido objeto de una condena firme por delito grave constituyan una amenaza para la comunidad.",34,300,,Me han denegado el derecho de asilo.,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A09.txt,"Artículo 9. Causas de denegación.
En todo caso, el derecho de asilo se denegará a:
a) las personas que constituyan, por razones fundadas, un peligro para la seguridad de España;
b) las personas que, habiendo sido objeto de una condena firme por delito grave constituyan una amenaza para la comunidad."
